"box","ID","time_inside_min","in_","out_","out_duration","sleep","counter","direction_reliable","overlap","rel_day","start","end","type","DB","no_song","no_calls","noYN","noCallsYN","N","f_type","no_vocs","noVocsYN","f_noYN","no_mins_song","no_mins_calls","no_mins_vocs","song_per_time","calls_per_time","vocs_per_time","date_","hour_of_out"
"2640",89,"B4P9361",621.484533333778,2019-04-22 19:52:27,2019-04-23 06:13:52,4.072,-1,1048,1,1,-1,2019-04-22 19:38:00,2019-04-22 20:06:59,"before",-34,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2641",89,"B4P9361",621.484533333778,2019-04-22 19:52:27,2019-04-23 06:13:52,4.072,-1,1048,1,1,-1,2019-04-22 19:38:00,2019-04-22 20:06:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2642",89,"B4P9361",621.484533333778,2019-04-22 19:52:27,2019-04-23 06:13:52,4.072,-1,1048,1,1,-1,2019-04-22 19:38:00,2019-04-22 20:06:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2643",90,"B4X1837",683.178749998411,2019-04-11 19:05:04,2019-04-12 06:28:13,1.725,-1,1130,1,1,-3,2019-04-11 18:51:00,2019-04-11 19:19:59,"before",-34,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"2644",90,"B4X1837",683.178749998411,2019-04-11 19:05:04,2019-04-12 06:28:13,1.725,-1,1130,1,1,-3,2019-04-11 18:51:00,2019-04-11 19:19:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-12,6
"2645",90,"B4X1837",683.178749998411,2019-04-11 19:05:04,2019-04-12 06:28:13,1.725,-1,1130,1,1,-3,2019-04-11 18:51:00,2019-04-11 19:19:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"2646",95,"B4X1864",601.235383331776,2019-04-18 20:01:39,2019-04-19 06:02:48,5.123,1,341,1,1,-2,2019-04-19 05:33:00,2019-04-19 06:31:59,"during",-34,102,10,1,1,29,"during",112,1,"1",15,3,15,3.4,0.333333333333333,3.73333333333333,2019-04-19,6
"2647",95,"B4X1864",601.235383331776,2019-04-18 20:01:39,2019-04-19 06:02:48,5.123,1,341,1,1,-2,2019-04-19 05:33:00,2019-04-19 06:31:59,NA,-34,4,0,1,0,1,NA,4,1,"1",1,0,1,0.133333333333333,0,0.133333333333333,2019-04-19,6
"2648",95,"B4X1864",601.235383331776,2019-04-18 20:01:39,2019-04-19 06:02:48,5.123,1,341,1,1,-2,2019-04-19 05:33:00,2019-04-19 06:31:59,"after",-34,72,23,1,1,29,"after",95,1,"1",16,10,20,2.4,0.766666666666667,3.16666666666667,2019-04-19,6
"2649",95,"B4X1864",4.23421666622162,2019-04-19 19:17:55,2019-04-19 19:22:03,6.053,0,342,1,1,-2,2019-04-19 19:14:00,2019-04-19 19:25:59,"before",-34,0,0,0,0,3,"before",0,0,"0",0,0,0,0,0,0,2019-04-19,19
"2650",95,"B4X1864",4.23421666622162,2019-04-19 19:17:55,2019-04-19 19:22:03,6.053,0,342,1,1,-2,2019-04-19 19:14:00,2019-04-19 19:25:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-19,19
"2651",95,"B4X1864",4.23421666622162,2019-04-19 19:17:55,2019-04-19 19:22:03,6.053,0,342,1,1,-2,2019-04-19 19:14:00,2019-04-19 19:25:59,"during",-34,1,0,1,0,4,"during",1,1,"1",1,0,1,0.236171192649984,0,0.236171192649984,2019-04-19,19
"2652",95,"B4X1864",4.23421666622162,2019-04-19 19:17:55,2019-04-19 19:22:03,6.053,0,342,1,1,-2,2019-04-19 19:14:00,2019-04-19 19:25:59,"after",-34,0,0,0,0,3,"after",0,0,"0",0,0,0,0,0,0,2019-04-19,19
"2653",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,-1,1134,1,1,-1,2019-04-20 19:39:00,2019-04-20 20:07:59,"before",-34,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"2654",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,-1,1134,1,1,-1,2019-04-20 19:39:00,2019-04-20 20:07:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-21,6
"2655",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,-1,1134,1,1,-1,2019-04-20 19:39:00,2019-04-20 20:07:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"2656",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,1,343,1,1,0,2019-04-21 05:54:00,2019-04-21 06:52:59,"during",-34,224,14,1,1,29,"during",238,1,"1",27,5,27,7.46666666666667,0.466666666666667,7.93333333333333,2019-04-21,6
"2657",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,1,343,1,1,0,2019-04-21 05:54:00,2019-04-21 06:52:59,NA,-34,7,0,1,0,1,NA,7,1,"1",1,0,1,0.233333333333333,0,0.233333333333333,2019-04-21,6
"2658",95,"B4X1864",630.572216665745,2019-04-20 19:53:08,2019-04-21 06:23:38,4.333,1,343,1,1,0,2019-04-21 05:54:00,2019-04-21 06:52:59,"after",-34,30,3,1,1,29,"after",33,1,"1",10,3,12,1,0.1,1.1,2019-04-21,6
"2659",95,"B4X1864",8.04064999818802,2019-04-21 19:39:35,2019-04-21 19:47:33,4.439,0,344,1,-1,0,2019-04-21 19:32:00,2019-04-21 19:54:59,"before",-34,0,0,0,0,7,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,19
"2660",95,"B4X1864",8.04064999818802,2019-04-21 19:39:35,2019-04-21 19:47:33,4.439,0,344,1,-1,0,2019-04-21 19:32:00,2019-04-21 19:54:59,NA,-34,0,1,0,1,2,NA,1,1,"0",0,1,1,0,0.124368054849465,0.124368054849465,2019-04-21,19
"2661",95,"B4X1864",8.04064999818802,2019-04-21 19:39:35,2019-04-21 19:47:33,4.439,0,344,1,-1,0,2019-04-21 19:32:00,2019-04-21 19:54:59,"during",-34,4,3,1,1,7,"during",7,1,"1",2,2,4,0.497472219397861,0.373104164548396,0.870576383946256,2019-04-21,19
"2662",95,"B4X1864",8.04064999818802,2019-04-21 19:39:35,2019-04-21 19:47:33,4.439,0,344,1,-1,0,2019-04-21 19:32:00,2019-04-21 19:54:59,"after",-34,3,0,1,0,7,"after",3,1,"1",2,0,2,0.373104164548396,0,0.373104164548396,2019-04-21,19
"2663",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,-1,1135,1,-1,0,2019-04-21 19:38:00,2019-04-21 20:06:59,"before",-34,7,4,1,1,14,"before",11,1,"1",4,3,7,0.233333333333333,0.133333333333333,0.366666666666667,2019-04-22,6
"2664",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,-1,1135,1,-1,0,2019-04-21 19:38:00,2019-04-21 20:06:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,6
"2665",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,-1,1135,1,-1,0,2019-04-21 19:38:00,2019-04-21 20:06:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"2666",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,1,345,1,-1,1,2019-04-22 06:15:00,2019-04-22 07:13:59,"during",-34,54,4,1,1,29,"during",58,1,"1",13,3,15,1.8,0.133333333333333,1.93333333333333,2019-04-22,6
"2667",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,1,345,1,-1,1,2019-04-22 06:15:00,2019-04-22 07:13:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,6
"2668",95,"B4X1864",651.760199999809,2019-04-21 19:52:53,2019-04-22 06:44:38,0.612,1,345,1,-1,1,2019-04-22 06:15:00,2019-04-22 07:13:59,"after",-34,2,2,1,1,29,"after",4,1,"1",2,2,4,0.0666666666666667,0.0666666666666667,0.133333333333333,2019-04-22,6
"2669",95,"B4X1864",2.8967666665713,2019-04-22 07:02:42,2019-04-22 07:05:35,0.806,0,346,1,-1,1,2019-04-22 07:00:00,2019-04-22 07:07:59,"before",-34,0,0,0,0,2,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,7
"2670",95,"B4X1864",2.8967666665713,2019-04-22 07:02:42,2019-04-22 07:05:35,0.806,0,346,1,-1,1,2019-04-22 07:00:00,2019-04-22 07:07:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,7
"2671",95,"B4X1864",2.8967666665713,2019-04-22 07:02:42,2019-04-22 07:05:35,0.806,0,346,1,-1,1,2019-04-22 07:00:00,2019-04-22 07:07:59,"during",-34,0,0,0,0,2,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,7
"2672",95,"B4X1864",2.8967666665713,2019-04-22 07:02:42,2019-04-22 07:05:35,0.806,0,346,1,-1,1,2019-04-22 07:00:00,2019-04-22 07:07:59,"after",-34,0,1,0,1,2,"after",1,1,"0",0,1,1,0,0.345212478291747,0.345212478291747,2019-04-22,7
"2673",95,"B4X1864",5.51326666673025,2019-04-22 13:01:04,2019-04-22 13:06:34,0.796,0,347,1,1,1,2019-04-22 12:56:00,2019-04-22 13:11:59,"before",-34,10,0,1,0,5,"before",10,1,"1",2,0,2,1.81380669655341,0,1.81380669655341,2019-04-22,13
"2674",95,"B4X1864",5.51326666673025,2019-04-22 13:01:04,2019-04-22 13:06:34,0.796,0,347,1,1,1,2019-04-22 12:56:00,2019-04-22 13:11:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,13
"2675",95,"B4X1864",5.51326666673025,2019-04-22 13:01:04,2019-04-22 13:06:34,0.796,0,347,1,1,1,2019-04-22 12:56:00,2019-04-22 13:11:59,"during",-34,0,0,0,0,4,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,13
"2676",95,"B4X1864",5.51326666673025,2019-04-22 13:01:04,2019-04-22 13:06:34,0.796,0,347,1,1,1,2019-04-22 12:56:00,2019-04-22 13:11:59,"after",-34,0,1,0,1,5,"after",1,1,"0",0,1,1,0,0.181380669655341,0.181380669655341,2019-04-22,13
"2677",95,"B4X1864",2.94166666666667,2019-04-22 15:00:30,2019-04-22 15:03:21,5.5,0,348,1,1,1,2019-04-22 14:58:00,2019-04-22 15:05:59,"before",-34,0,0,0,0,2,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,15
"2678",95,"B4X1864",2.94166666666667,2019-04-22 15:00:30,2019-04-22 15:03:21,5.5,0,348,1,1,1,2019-04-22 14:58:00,2019-04-22 15:05:59,NA,-34,1,1,1,1,2,NA,2,1,"1",1,1,1,0.339943342776204,0.339943342776204,0.679886685552407,2019-04-22,15
"2679",95,"B4X1864",2.94166666666667,2019-04-22 15:00:30,2019-04-22 15:03:21,5.5,0,348,1,1,1,2019-04-22 14:58:00,2019-04-22 15:05:59,"during",-34,0,0,0,0,2,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,15
"2680",95,"B4X1864",2.94166666666667,2019-04-22 15:00:30,2019-04-22 15:03:21,5.5,0,348,1,1,1,2019-04-22 14:58:00,2019-04-22 15:05:59,"after",-34,0,0,0,0,2,"after",0,0,"0",0,0,0,0,0,0,2019-04-22,15
"2681",95,"B4X1864",31.625116666158,2019-04-22 17:25:12,2019-04-22 17:56:45,4.507,0,349,1,1,1,2019-04-22 16:54:00,2019-04-22 18:27:59,"before",-34,59,0,1,0,31,"before",59,1,"1",12,0,12,1.86560576591124,0,1.86560576591124,2019-04-22,17
"2682",95,"B4X1864",31.625116666158,2019-04-22 17:25:12,2019-04-22 17:56:45,4.507,0,349,1,1,1,2019-04-22 16:54:00,2019-04-22 18:27:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,17
"2683",95,"B4X1864",31.625116666158,2019-04-22 17:25:12,2019-04-22 17:56:45,4.507,0,349,1,1,1,2019-04-22 16:54:00,2019-04-22 18:27:59,"during",-34,15,10,1,1,30,"during",25,1,"1",8,4,12,0.4743065506554,0.3162043671036,0.790510917759,2019-04-22,17
"2684",95,"B4X1864",31.625116666158,2019-04-22 17:25:12,2019-04-22 17:56:45,4.507,0,349,1,1,1,2019-04-22 16:54:00,2019-04-22 18:27:59,"after",-34,2,11,1,1,31,"after",13,1,"1",2,5,6,0.06324087342072,0.34782480381396,0.41106567723468,2019-04-22,17
"2685",95,"B4X1864",637.20466666619,2019-04-22 19:29:13,2019-04-23 06:06:19,6.28,-1,1136,0,1,1,2019-04-22 19:15:00,2019-04-22 19:43:59,"before",-34,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2686",95,"B4X1864",637.20466666619,2019-04-22 19:29:13,2019-04-23 06:06:19,6.28,-1,1136,0,1,1,2019-04-22 19:15:00,2019-04-22 19:43:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2687",95,"B4X1864",637.20466666619,2019-04-22 19:29:13,2019-04-23 06:06:19,6.28,-1,1136,0,1,1,2019-04-22 19:15:00,2019-04-22 19:43:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-23,6
"2688",95,"B4X1864",640.835566667716,2019-04-24 19:35:40,2019-04-25 06:16:27,3.134,1,350,1,1,4,2019-04-25 05:47:00,2019-04-25 06:45:59,"during",-34,244,11,1,1,29,"during",255,1,"1",26,6,26,8.13333333333333,0.366666666666667,8.5,2019-04-25,6
"2689",95,"B4X1864",640.835566667716,2019-04-24 19:35:40,2019-04-25 06:16:27,3.134,1,350,1,1,4,2019-04-25 05:47:00,2019-04-25 06:45:59,NA,-34,0,4,0,1,1,NA,4,1,"0",0,1,1,0,0.133333333333333,0.133333333333333,2019-04-25,6
"2690",95,"B4X1864",640.835566667716,2019-04-24 19:35:40,2019-04-25 06:16:27,3.134,1,350,1,1,4,2019-04-25 05:47:00,2019-04-25 06:45:59,"after",-34,24,6,1,1,29,"after",30,1,"1",9,4,12,0.8,0.2,1,2019-04-25,6
"2691",95,"B4X1864",13.9814166665077,2019-04-25 07:23:08,2019-04-25 07:37:04,2.885,0,351,1,-1,4,2019-04-25 07:10:00,2019-04-25 07:50:59,"before",-34,0,0,0,0,13,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,7
"2692",95,"B4X1864",13.9814166665077,2019-04-25 07:23:08,2019-04-25 07:37:04,2.885,0,351,1,-1,4,2019-04-25 07:10:00,2019-04-25 07:50:59,NA,-34,5,0,1,0,2,NA,5,1,"1",1,0,1,0.357617551873512,0,0.357617551873512,2019-04-25,7
"2693",95,"B4X1864",13.9814166665077,2019-04-25 07:23:08,2019-04-25 07:37:04,2.885,0,351,1,-1,4,2019-04-25 07:10:00,2019-04-25 07:50:59,"during",-34,23,31,1,1,13,"during",54,1,"1",7,8,11,1.64504073861815,2.21722882161577,3.86226956023393,2019-04-25,7
"2694",95,"B4X1864",13.9814166665077,2019-04-25 07:23:08,2019-04-25 07:37:04,2.885,0,351,1,-1,4,2019-04-25 07:10:00,2019-04-25 07:50:59,"after",-34,54,17,1,1,13,"after",71,1,"1",6,6,11,3.86226956023393,1.21589967636994,5.07816923660387,2019-04-25,7
"2695",95,"B4X1864",2.74616666634878,2019-04-25 07:41:40,2019-04-25 07:44:23,1.77,0,352,1,-1,4,2019-04-25 07:39:00,2019-04-25 07:46:59,"before",-34,20,0,1,0,2,"before",20,1,"1",2,0,2,7.28287916573956,0,7.28287916573956,2019-04-25,7
"2696",95,"B4X1864",2.74616666634878,2019-04-25 07:41:40,2019-04-25 07:44:23,1.77,0,352,1,-1,4,2019-04-25 07:39:00,2019-04-25 07:46:59,NA,-34,14,2,1,1,2,NA,16,1,"1",1,1,2,5.09801541601769,0.728287916573956,5.82630333259165,2019-04-25,7
"2697",95,"B4X1864",2.74616666634878,2019-04-25 07:41:40,2019-04-25 07:44:23,1.77,0,352,1,-1,4,2019-04-25 07:39:00,2019-04-25 07:46:59,"during",-34,14,2,1,1,2,"during",16,1,"1",2,1,2,5.09801541601769,0.728287916573956,5.82630333259165,2019-04-25,7
"2698",95,"B4X1864",2.74616666634878,2019-04-25 07:41:40,2019-04-25 07:44:23,1.77,0,352,1,-1,4,2019-04-25 07:39:00,2019-04-25 07:46:59,"after",-34,0,6,0,1,2,"after",6,1,"0",0,2,2,0,2.18486374972187,2.18486374972187,2019-04-25,7
"2699",95,"B4X1864",11.0173666675886,2019-04-25 13:42:42,2019-04-25 13:53:38,5.042,0,353,0,1,4,2019-04-25 13:32:00,2019-04-25 14:03:59,"before",-34,18,2,1,1,10,"before",20,1,"1",5,1,6,1.63378423747602,0.18153158194178,1.8153158194178,2019-04-25,13
"2700",95,"B4X1864",11.0173666675886,2019-04-25 13:42:42,2019-04-25 13:53:38,5.042,0,353,0,1,4,2019-04-25 13:32:00,2019-04-25 14:03:59,NA,-34,0,2,0,1,2,NA,2,1,"0",0,1,1,0,0.18153158194178,0.18153158194178,2019-04-25,13
"2701",95,"B4X1864",11.0173666675886,2019-04-25 13:42:42,2019-04-25 13:53:38,5.042,0,353,0,1,4,2019-04-25 13:32:00,2019-04-25 14:03:59,"during",-34,16,0,1,0,10,"during",16,1,"1",4,0,4,1.45225265553424,0,1.45225265553424,2019-04-25,13
"2702",95,"B4X1864",11.0173666675886,2019-04-25 13:42:42,2019-04-25 13:53:38,5.042,0,353,0,1,4,2019-04-25 13:32:00,2019-04-25 14:03:59,"after",-34,4,0,1,0,10,"after",4,1,"1",1,0,1,0.363063163883561,0,0.363063163883561,2019-04-25,13
"2703",95,"B4X1864",21.6850833336512,2019-04-25 14:52:38,2019-04-25 15:14:17,2.105,0,354,1,-1,4,2019-04-25 14:31:00,2019-04-25 15:35:59,"before",-34,14,0,1,0,21,"before",14,1,"1",6,0,6,0.645605081824824,0,0.645605081824824,2019-04-25,15
"2704",95,"B4X1864",21.6850833336512,2019-04-25 14:52:38,2019-04-25 15:14:17,2.105,0,354,1,-1,4,2019-04-25 14:31:00,2019-04-25 15:35:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,15
"2705",95,"B4X1864",21.6850833336512,2019-04-25 14:52:38,2019-04-25 15:14:17,2.105,0,354,1,-1,4,2019-04-25 14:31:00,2019-04-25 15:35:59,"during",-34,11,4,1,1,21,"during",15,1,"1",5,2,7,0.507261135719504,0.184458594807092,0.691719730526597,2019-04-25,15
"2706",95,"B4X1864",21.6850833336512,2019-04-25 14:52:38,2019-04-25 15:14:17,2.105,0,354,1,-1,4,2019-04-25 14:31:00,2019-04-25 15:35:59,"after",-34,2,0,1,0,21,"after",2,1,"1",1,0,1,0.0922292974035462,0,0.0922292974035462,2019-04-25,15
"2707",95,"B4X1864",28.2783499995867,2019-04-25 15:54:03,2019-04-25 16:22:17,2.701,0,355,1,-1,4,2019-04-25 15:26:00,2019-04-25 16:49:59,"before",-34,4,0,1,0,28,"before",4,1,"1",2,0,2,0.141450968675982,0,0.141450968675982,2019-04-25,16
"2708",95,"B4X1864",28.2783499995867,2019-04-25 15:54:03,2019-04-25 16:22:17,2.701,0,355,1,-1,4,2019-04-25 15:26:00,2019-04-25 16:49:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,16
"2709",95,"B4X1864",28.2783499995867,2019-04-25 15:54:03,2019-04-25 16:22:17,2.701,0,355,1,-1,4,2019-04-25 15:26:00,2019-04-25 16:49:59,"during",-34,19,3,1,1,27,"during",22,1,"1",6,2,8,0.671892101210916,0.106088226506987,0.777980327717902,2019-04-25,16
"2710",95,"B4X1864",28.2783499995867,2019-04-25 15:54:03,2019-04-25 16:22:17,2.701,0,355,1,-1,4,2019-04-25 15:26:00,2019-04-25 16:49:59,"after",-34,0,0,0,0,27,"after",0,0,"0",0,0,0,0,0,0,2019-04-25,16
"2711",95,"B4X1864",16.5702999989192,2019-04-25 17:10:43,2019-04-25 17:27:13,4.218,0,356,1,1,4,2019-04-25 16:55:00,2019-04-25 17:42:59,"before",-34,0,0,0,0,15,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,17
"2712",95,"B4X1864",16.5702999989192,2019-04-25 17:10:43,2019-04-25 17:27:13,4.218,0,356,1,1,4,2019-04-25 16:55:00,2019-04-25 17:42:59,NA,-34,0,2,0,1,2,NA,2,1,"0",0,1,1,0,0.120697875121781,0.120697875121781,2019-04-25,17
"2713",95,"B4X1864",16.5702999989192,2019-04-25 17:10:43,2019-04-25 17:27:13,4.218,0,356,1,1,4,2019-04-25 16:55:00,2019-04-25 17:42:59,"during",-34,0,0,0,0,16,"during",0,0,"0",0,0,0,0,0,0,2019-04-25,17
"2714",95,"B4X1864",16.5702999989192,2019-04-25 17:10:43,2019-04-25 17:27:13,4.218,0,356,1,1,4,2019-04-25 16:55:00,2019-04-25 17:42:59,"after",-34,2,0,1,0,15,"after",2,1,"1",2,0,2,0.120697875121781,0,0.120697875121781,2019-04-25,17
"2715",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,-1,1137,0,1,4,2019-04-25 19:07:00,2019-04-25 19:35:59,"before",-34,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-26,6
"2716",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,-1,1137,0,1,4,2019-04-25 19:07:00,2019-04-25 19:35:59,NA,-34,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-26,6
"2717",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,-1,1137,0,1,4,2019-04-25 19:07:00,2019-04-25 19:35:59,"during",-34,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-26,6
"2718",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,1,357,0,-1,5,2019-04-26 05:38:00,2019-04-26 06:36:59,"during",-34,209,103,1,1,29,"during",312,1,"1",26,15,29,6.96666666666667,3.43333333333333,10.4,2019-04-26,6
"2719",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,1,357,0,-1,5,2019-04-26 05:38:00,2019-04-26 06:36:59,NA,-34,0,4,0,1,1,NA,4,1,"0",0,1,1,0,0.133333333333333,0.133333333333333,2019-04-26,6
"2720",95,"B4X1864",646.018033333619,2019-04-25 19:21:28,2019-04-26 06:07:28,1.082,1,357,0,-1,5,2019-04-26 05:38:00,2019-04-26 06:36:59,"after",-34,6,0,1,0,29,"after",6,1,"1",1,0,1,0.2,0,0.2,2019-04-26,6
"2721",95,"B4X1864",27.1660166660945,2019-04-26 06:57:25,2019-04-26 07:24:32,2.961,0,358,1,-1,5,2019-04-26 06:31:00,2019-04-26 07:50:59,"before",-34,25,0,1,0,26,"before",25,1,"1",6,0,6,0.920267417460659,0,0.920267417460659,2019-04-26,7
"2722",95,"B4X1864",27.1660166660945,2019-04-26 06:57:25,2019-04-26 07:24:32,2.961,0,358,1,-1,5,2019-04-26 06:31:00,2019-04-26 07:50:59,NA,-34,4,0,1,0,2,NA,4,1,"1",1,0,1,0.147242786793705,0,0.147242786793705,2019-04-26,7
"2723",95,"B4X1864",27.1660166660945,2019-04-26 06:57:25,2019-04-26 07:24:32,2.961,0,358,1,-1,5,2019-04-26 06:31:00,2019-04-26 07:50:59,"during",-34,89,28,1,1,26,"during",117,1,"1",13,7,18,3.27615200615995,1.03069950755594,4.30685151371588,2019-04-26,7
"2724",95,"B4X1864",27.1660166660945,2019-04-26 06:57:25,2019-04-26 07:24:32,2.961,0,358,1,-1,5,2019-04-26 06:31:00,2019-04-26 07:50:59,"after",-34,2,0,1,0,26,"after",2,1,"1",2,0,2,0.0736213933968527,0,0.0736213933968527,2019-04-26,7
"2725",95,"B4X1864",17.6304333329201,2019-04-26 08:02:50,2019-04-26 08:20:22,5.826,0,359,1,-1,5,2019-04-26 07:46:00,2019-04-26 08:37:59,"before",-34,1,0,1,0,16,"before",1,1,"1",1,0,1,0.0567201033075443,0,0.0567201033075443,2019-04-26,8
"2726",95,"B4X1864",17.6304333329201,2019-04-26 08:02:50,2019-04-26 08:20:22,5.826,0,359,1,-1,5,2019-04-26 07:46:00,2019-04-26 08:37:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-26,8
"2727",95,"B4X1864",17.6304333329201,2019-04-26 08:02:50,2019-04-26 08:20:22,5.826,0,359,1,-1,5,2019-04-26 07:46:00,2019-04-26 08:37:59,"during",-34,23,3,1,1,17,"during",26,1,"1",4,1,5,1.30456237607352,0.170160309922633,1.47472268599615,2019-04-26,8
"2728",95,"B4X1864",17.6304333329201,2019-04-26 08:02:50,2019-04-26 08:20:22,5.826,0,359,1,-1,5,2019-04-26 07:46:00,2019-04-26 08:37:59,"after",-34,0,1,0,1,17,"after",1,1,"0",0,1,1,0,0.0567201033075443,0.0567201033075443,2019-04-26,8
"2729",95,"B4X1864",38.9122833331426,2019-04-26 16:35:07,2019-04-26 17:13:56,5.737,0,360,1,-1,5,2019-04-26 15:57:00,2019-04-26 17:51:59,"before",-34,8,7,1,1,38,"before",15,1,"1",3,2,4,0.205590608279371,0.179891782244449,0.38548239052382,2019-04-26,17
"2730",95,"B4X1864",38.9122833331426,2019-04-26 16:35:07,2019-04-26 17:13:56,5.737,0,360,1,-1,5,2019-04-26 15:57:00,2019-04-26 17:51:59,NA,-34,1,0,1,0,2,NA,1,1,"1",1,0,1,0.0256988260349213,0,0.0256988260349213,2019-04-26,17
"2731",95,"B4X1864",38.9122833331426,2019-04-26 16:35:07,2019-04-26 17:13:56,5.737,0,360,1,-1,5,2019-04-26 15:57:00,2019-04-26 17:51:59,"during",-34,92,29,1,1,38,"during",121,1,"1",13,6,18,2.36429199521276,0.745265955012718,3.10955795022548,2019-04-26,17
"2732",95,"B4X1864",38.9122833331426,2019-04-26 16:35:07,2019-04-26 17:13:56,5.737,0,360,1,-1,5,2019-04-26 15:57:00,2019-04-26 17:51:59,"after",-34,0,6,0,1,37,"after",6,1,"0",0,3,3,0,0.154192956209528,0.154192956209528,2019-04-26,17
"2733",95,"B4X1864",34.8590333342552,2019-04-26 17:40:04,2019-04-26 18:14:53,2.542,0,361,1,-1,5,2019-04-26 17:06:00,2019-04-26 18:48:59,"before",-34,36,18,1,1,34,"before",54,1,"1",5,4,8,1.0327308750878,0.516365437543898,1.54909631263169,2019-04-26,18
"2734",95,"B4X1864",34.8590333342552,2019-04-26 17:40:04,2019-04-26 18:14:53,2.542,0,361,1,-1,5,2019-04-26 17:06:00,2019-04-26 18:48:59,NA,-34,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-26,18
"2735",95,"B4X1864",34.8590333342552,2019-04-26 17:40:04,2019-04-26 18:14:53,2.542,0,361,1,-1,5,2019-04-26 17:06:00,2019-04-26 18:48:59,"during",-34,14,13,1,1,33,"during",27,1,"1",5,8,12,0.401617562534143,0.372930593781704,0.774548156315847,2019-04-26,18
