"box","ID","time_inside_min","in_","out_","out_duration","sleep","counter","direction_reliable","overlap","rel_day","start","end","type","DB","no_song","no_calls","noYN","noCallsYN","N","f_type","no_vocs","noVocsYN","f_noYN","no_mins_song","no_mins_calls","no_mins_vocs","song_per_time","calls_per_time","vocs_per_time","date_","hour_of_out"
"94",24,"B4H0230",26.0958333333333,2019-04-13 07:33:16,2019-04-13 07:59:20,1.75,0,15,1,-1,1,2019-04-13 07:08:00,2019-04-13 08:24:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-13,7
"95",24,"B4H0230",26.0958333333333,2019-04-13 07:33:16,2019-04-13 07:59:20,1.75,0,15,1,-1,1,2019-04-13 07:08:00,2019-04-13 08:24:59,"during",-30,12,1,1,1,25,"during",13,1,"1",4,1,5,0.459843525467029,0.0383202937889191,0.498163819255948,2019-04-13,7
"96",24,"B4H0230",26.0958333333333,2019-04-13 07:33:16,2019-04-13 07:59:20,1.75,0,15,1,-1,1,2019-04-13 07:08:00,2019-04-13 08:24:59,"after",-30,0,25,0,1,25,"after",25,1,"0",0,4,4,0,0.958007344722977,0.958007344722977,2019-04-13,7
"97",26,"B4X1494",661.078633332252,2019-04-11 19:39:51,2019-04-12 06:40:51,4.718,-1,1102,1,1,-1,2019-04-11 19:25:00,2019-04-11 19:53:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"98",26,"B4X1494",661.078633332252,2019-04-11 19:39:51,2019-04-12 06:40:51,4.718,-1,1102,1,1,-1,2019-04-11 19:25:00,2019-04-11 19:53:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-12,6
"99",26,"B4X1494",661.078633332252,2019-04-11 19:39:51,2019-04-12 06:40:51,4.718,-1,1102,1,1,-1,2019-04-11 19:25:00,2019-04-11 19:53:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"100",31,"B4P8972",635.633933333556,2019-04-20 19:55:43,2019-04-21 06:31:18,3.036,-1,1029,1,1,2,2019-04-20 19:41:00,2019-04-20 20:09:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"101",31,"B4P8972",635.633933333556,2019-04-20 19:55:43,2019-04-21 06:31:18,3.036,-1,1029,1,1,2,2019-04-20 19:41:00,2019-04-20 20:09:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-21,6
"102",31,"B4P8972",635.633933333556,2019-04-20 19:55:43,2019-04-21 06:31:18,3.036,-1,1029,1,1,2,2019-04-20 19:41:00,2019-04-20 20:09:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"103",31,"B4P8972",652.131149999301,2019-04-21 19:40:23,2019-04-22 06:32:29,1.869,-1,1030,1,1,3,2019-04-21 19:26:00,2019-04-21 19:54:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"104",31,"B4P8972",652.131149999301,2019-04-21 19:40:23,2019-04-22 06:32:29,1.869,-1,1030,1,1,3,2019-04-21 19:26:00,2019-04-21 19:54:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,6
"105",31,"B4P8972",652.131149999301,2019-04-21 19:40:23,2019-04-22 06:32:29,1.869,-1,1030,1,1,3,2019-04-21 19:26:00,2019-04-21 19:54:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"106",32,"B4X1869",634.126533333461,2019-04-18 19:58:08,2019-04-19 06:32:12,3.592,1,377,0,1,4,2019-04-19 06:03:00,2019-04-19 07:01:59,"during",-30,62,5,1,1,29,"during",67,1,"1",15,3,16,2.06666666666667,0.166666666666667,2.23333333333333,2019-04-19,6
"107",32,"B4X1869",634.126533333461,2019-04-18 19:58:08,2019-04-19 06:32:12,3.592,1,377,0,1,4,2019-04-19 06:03:00,2019-04-19 07:01:59,NA,-30,0,1,0,1,1,NA,1,1,"0",0,1,1,0,0.0333333333333333,0.0333333333333333,2019-04-19,6
"108",32,"B4X1869",634.126533333461,2019-04-18 19:58:08,2019-04-19 06:32:12,3.592,1,377,0,1,4,2019-04-19 06:03:00,2019-04-19 07:01:59,"after",-30,1,3,1,1,29,"after",4,1,"1",1,3,4,0.0333333333333333,0.1,0.133333333333333,2019-04-19,6
"109",32,"B4X1869",4.91146666606267,2019-04-19 14:48:33,2019-04-19 14:53:23,4.688,0,378,1,1,4,2019-04-19 14:44:00,2019-04-19 14:57:59,"before",-30,0,0,0,0,4,"before",0,0,"0",0,0,0,0,0,0,2019-04-19,14
"110",32,"B4X1869",4.91146666606267,2019-04-19 14:48:33,2019-04-19 14:53:23,4.688,0,378,1,1,4,2019-04-19 14:44:00,2019-04-19 14:57:59,NA,-30,0,7,0,1,2,NA,7,1,"0",0,1,1,0,1.42523618217114,1.42523618217114,2019-04-19,14
"111",32,"B4X1869",4.91146666606267,2019-04-19 14:48:33,2019-04-19 14:53:23,4.688,0,378,1,1,4,2019-04-19 14:44:00,2019-04-19 14:57:59,"during",-30,0,18,0,1,4,"during",18,1,"0",0,2,2,0,3.66489303986866,3.66489303986866,2019-04-19,14
"112",32,"B4X1869",4.91146666606267,2019-04-19 14:48:33,2019-04-19 14:53:23,4.688,0,378,1,1,4,2019-04-19 14:44:00,2019-04-19 14:57:59,"after",-30,0,0,0,0,4,"after",0,0,"0",0,0,0,0,0,0,2019-04-19,14
"113",40,"B4P8620",588.652950000763,2019-04-24 20:11:45,2019-04-25 06:00:24,0.177,-1,1026,0,1,3,2019-04-24 19:57:00,2019-04-24 20:25:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"114",40,"B4P8620",588.652950000763,2019-04-24 20:11:45,2019-04-25 06:00:24,0.177,-1,1026,0,1,3,2019-04-24 19:57:00,2019-04-24 20:25:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,6
"115",40,"B4P8620",588.652950000763,2019-04-24 20:11:45,2019-04-25 06:00:24,0.177,-1,1026,0,1,3,2019-04-24 19:57:00,2019-04-24 20:25:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"116",45,"B4X1746",650.133949999015,2019-04-14 19:28:11,2019-04-15 06:18:15,4.037,-1,1115,1,1,-4,2019-04-14 19:14:00,2019-04-14 19:42:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-15,6
"117",45,"B4X1746",650.133949999015,2019-04-14 19:28:11,2019-04-15 06:18:15,4.037,-1,1115,1,1,-4,2019-04-14 19:14:00,2019-04-14 19:42:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,6
"118",45,"B4X1746",650.133949999015,2019-04-14 19:28:11,2019-04-15 06:18:15,4.037,-1,1115,1,1,-4,2019-04-14 19:14:00,2019-04-14 19:42:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-15,6
"119",45,"B4X1746",645.979466664791,2019-04-20 19:49:09,2019-04-21 06:35:07,0.768,-1,1116,0,1,2,2019-04-20 19:35:00,2019-04-20 20:03:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"120",45,"B4X1746",645.979466664791,2019-04-20 19:49:09,2019-04-21 06:35:07,0.768,-1,1116,0,1,2,2019-04-20 19:35:00,2019-04-20 20:03:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-21,6
"121",45,"B4X1746",645.979466664791,2019-04-20 19:49:09,2019-04-21 06:35:07,0.768,-1,1116,0,1,2,2019-04-20 19:35:00,2019-04-20 20:03:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-21,6
"122",45,"B4X1746",657.943533333143,2019-04-23 19:43:22,2019-04-24 06:41:17,1.612,-1,1117,1,1,5,2019-04-23 19:29:00,2019-04-23 19:57:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"123",45,"B4X1746",657.943533333143,2019-04-23 19:43:22,2019-04-24 06:41:17,1.612,-1,1117,1,1,5,2019-04-23 19:29:00,2019-04-23 19:57:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-24,6
"124",45,"B4X1746",657.943533333143,2019-04-23 19:43:22,2019-04-24 06:41:17,1.612,-1,1117,1,1,5,2019-04-23 19:29:00,2019-04-23 19:57:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"125",49,"B4X1331",649.303883334001,2019-04-16 19:29:19,2019-04-17 06:18:35,2.233,-1,1097,1,1,5,2019-04-16 19:15:00,2019-04-16 19:43:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-17,6
"126",49,"B4X1331",649.303883334001,2019-04-16 19:29:19,2019-04-17 06:18:35,2.233,-1,1097,1,1,5,2019-04-16 19:15:00,2019-04-16 19:43:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-17,6
"127",49,"B4X1331",649.303883334001,2019-04-16 19:29:19,2019-04-17 06:18:35,2.233,-1,1097,1,1,5,2019-04-16 19:15:00,2019-04-16 19:43:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-17,6
"128",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,-1,1086,1,1,-3,2019-04-05 18:53:00,2019-04-05 19:21:59,"before",-30,0,1,0,1,14,"before",1,1,"0",0,1,1,0,0.0333333333333333,0.0333333333333333,2019-04-06,6
"129",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,-1,1086,1,1,-3,2019-04-05 18:53:00,2019-04-05 19:21:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-06,6
"130",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,-1,1086,1,1,-3,2019-04-05 18:53:00,2019-04-05 19:21:59,"during",-30,20,44,1,1,14,"during",64,1,"1",4,4,8,0.666666666666667,1.46666666666667,2.13333333333333,2019-04-06,6
"131",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,1,224,1,1,-2,2019-04-06 06:13:00,2019-04-06 07:11:59,"during",-30,133,61,1,1,29,"during",194,1,"1",22,6,24,4.43333333333333,2.03333333333333,6.46666666666667,2019-04-06,6
"132",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,1,224,1,1,-2,2019-04-06 06:13:00,2019-04-06 07:11:59,NA,-30,1,6,1,1,1,NA,7,1,"1",1,1,1,0.0333333333333333,0.2,0.233333333333333,2019-04-06,6
"133",56,"B4X1150",695.07110000054,2019-04-05 19:07:43,2019-04-06 06:42:41,6.266,1,224,1,1,-2,2019-04-06 06:13:00,2019-04-06 07:11:59,"after",-30,6,2,1,1,29,"after",8,1,"1",3,2,4,0.2,0.0666666666666667,0.266666666666667,2019-04-06,6
"134",56,"B4X1150",4.81498333215714,2019-04-06 11:39:35,2019-04-06 11:44:23,0.899,0,225,1,1,-2,2019-04-06 11:35:00,2019-04-06 11:48:59,"before",-30,0,0,0,0,4,"before",0,0,"0",0,0,0,0,0,0,2019-04-06,11
"135",56,"B4X1150",4.81498333215714,2019-04-06 11:39:35,2019-04-06 11:44:23,0.899,0,225,1,1,-2,2019-04-06 11:35:00,2019-04-06 11:48:59,NA,-30,2,0,1,0,2,NA,2,1,"1",1,0,1,0.415370077533371,0,0.415370077533371,2019-04-06,11
"136",56,"B4X1150",4.81498333215714,2019-04-06 11:39:35,2019-04-06 11:44:23,0.899,0,225,1,1,-2,2019-04-06 11:35:00,2019-04-06 11:48:59,"during",-30,0,0,0,0,4,"during",0,0,"0",0,0,0,0,0,0,2019-04-06,11
"137",56,"B4X1150",4.81498333215714,2019-04-06 11:39:35,2019-04-06 11:44:23,0.899,0,225,1,1,-2,2019-04-06 11:35:00,2019-04-06 11:48:59,"after",-30,0,0,0,0,4,"after",0,0,"0",0,0,0,0,0,0,2019-04-06,11
"138",56,"B4X1150",688.708416668574,2019-04-06 19:34:27,2019-04-07 07:03:04,5.505,-1,1087,1,1,-2,2019-04-06 19:20:00,2019-04-06 19:48:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-07,7
"139",56,"B4X1150",688.708416668574,2019-04-06 19:34:27,2019-04-07 07:03:04,5.505,-1,1087,1,1,-2,2019-04-06 19:20:00,2019-04-06 19:48:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-07,7
"140",56,"B4X1150",688.708416668574,2019-04-06 19:34:27,2019-04-07 07:03:04,5.505,-1,1087,1,1,-2,2019-04-06 19:20:00,2019-04-06 19:48:59,"during",-30,74,16,1,1,14,"during",90,1,"1",10,4,13,2.46666666666667,0.533333333333333,3,2019-04-07,7
"141",60,"B4P8661",659.323666667938,2019-04-16 19:43:17,2019-04-17 06:42:34,2.42,1,71,1,1,5,2019-04-17 06:13:00,2019-04-17 07:11:59,"during",-30,38,4,1,1,29,"during",42,1,"1",8,1,9,1.26666666666667,0.133333333333333,1.4,2019-04-17,6
"142",60,"B4P8661",659.323666667938,2019-04-16 19:43:17,2019-04-17 06:42:34,2.42,1,71,1,1,5,2019-04-17 06:13:00,2019-04-17 07:11:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-17,6
"143",60,"B4P8661",659.323666667938,2019-04-16 19:43:17,2019-04-17 06:42:34,2.42,1,71,1,1,5,2019-04-17 06:13:00,2019-04-17 07:11:59,"after",-30,1,0,1,0,29,"after",1,1,"1",1,0,1,0.0333333333333333,0,0.0333333333333333,2019-04-17,6
"144",60,"B4P8661",8.51414999961853,2019-04-17 08:59:53,2019-04-17 09:08:23,0.849,0,72,1,1,5,2019-04-17 08:52:00,2019-04-17 09:15:59,"before",-30,0,0,0,0,7,"before",0,0,"0",0,0,0,0,0,0,2019-04-17,9
"145",60,"B4P8661",8.51414999961853,2019-04-17 08:59:53,2019-04-17 09:08:23,0.849,0,72,1,1,5,2019-04-17 08:52:00,2019-04-17 09:15:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-17,9
"146",60,"B4P8661",8.51414999961853,2019-04-17 08:59:53,2019-04-17 09:08:23,0.849,0,72,1,1,5,2019-04-17 08:52:00,2019-04-17 09:15:59,"during",-30,0,0,0,0,8,"during",0,0,"0",0,0,0,0,0,0,2019-04-17,9
"147",60,"B4P8661",8.51414999961853,2019-04-17 08:59:53,2019-04-17 09:08:23,0.849,0,72,1,1,5,2019-04-17 08:52:00,2019-04-17 09:15:59,"after",-30,1,0,1,0,7,"after",1,1,"1",1,0,1,0.117451536564989,0,0.117451536564989,2019-04-17,9
"148",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,-1,1008,0,1,-4,2019-04-07 19:28:00,2019-04-07 19:56:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-08,6
"149",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,-1,1008,0,1,-4,2019-04-07 19:28:00,2019-04-07 19:56:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-08,6
"150",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,-1,1008,0,1,-4,2019-04-07 19:28:00,2019-04-07 19:56:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-08,6
"151",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,1,16,0,1,-3,2019-04-08 05:54:00,2019-04-08 06:52:59,"during",-30,0,0,0,0,29,"during",0,0,"0",0,0,0,0,0,0,2019-04-08,6
"152",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,1,16,0,1,-3,2019-04-08 05:54:00,2019-04-08 06:52:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-08,6
"153",67,"B4H0379",640.452766664823,2019-04-07 19:42:51,2019-04-08 06:23:15,3.166,1,16,0,1,-3,2019-04-08 05:54:00,2019-04-08 06:52:59,"after",-30,43,12,1,1,29,"after",55,1,"1",11,5,14,1.43333333333333,0.4,1.83333333333333,2019-04-08,6
"154",67,"B4H0379",2.60360000133514,2019-04-08 11:20:52,2019-04-08 11:23:27,1.216,0,17,1,1,-3,2019-04-08 11:19:00,2019-04-08 11:25:59,"before",-30,0,0,0,0,1,"before",0,0,"0",0,0,0,0,0,0,2019-04-08,11
"155",67,"B4H0379",2.60360000133514,2019-04-08 11:20:52,2019-04-08 11:23:27,1.216,0,17,1,1,-3,2019-04-08 11:19:00,2019-04-08 11:25:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-08,11
"156",67,"B4H0379",2.60360000133514,2019-04-08 11:20:52,2019-04-08 11:23:27,1.216,0,17,1,1,-3,2019-04-08 11:19:00,2019-04-08 11:25:59,"during",-30,0,0,0,0,2,"during",0,0,"0",0,0,0,0,0,0,2019-04-08,11
"157",67,"B4H0379",2.60360000133514,2019-04-08 11:20:52,2019-04-08 11:23:27,1.216,0,17,1,1,-3,2019-04-08 11:19:00,2019-04-08 11:25:59,"after",-30,0,0,0,0,2,"after",0,0,"0",0,0,0,0,0,0,2019-04-08,11
"158",67,"B4H0379",654.305599999428,2019-04-08 19:44:31,2019-04-09 06:38:46,3.336,-1,1009,0,1,-3,2019-04-08 19:30:00,2019-04-08 19:58:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"159",67,"B4H0379",654.305599999428,2019-04-08 19:44:31,2019-04-09 06:38:46,3.336,-1,1009,0,1,-3,2019-04-08 19:30:00,2019-04-08 19:58:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-09,6
"160",67,"B4H0379",654.305599999428,2019-04-08 19:44:31,2019-04-09 06:38:46,3.336,-1,1009,0,1,-3,2019-04-08 19:30:00,2019-04-08 19:58:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"161",67,"B4H0379",681.479283332825,2019-04-13 19:30:38,2019-04-14 06:52:02,4.757,-1,1010,1,1,2,2019-04-13 19:16:00,2019-04-13 19:44:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-14,6
"162",67,"B4H0379",681.479283332825,2019-04-13 19:30:38,2019-04-14 06:52:02,4.757,-1,1010,1,1,2,2019-04-13 19:16:00,2019-04-13 19:44:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-14,6
"163",67,"B4H0379",681.479283332825,2019-04-13 19:30:38,2019-04-14 06:52:02,4.757,-1,1010,1,1,2,2019-04-13 19:16:00,2019-04-13 19:44:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-14,6
"164",67,"B4H0379",681.24380000035,2019-04-14 19:28:47,2019-04-15 06:49:58,3.628,1,20,1,1,4,2019-04-15 06:21:00,2019-04-15 07:19:59,"during",-30,45,30,1,1,29,"during",75,1,"1",7,8,12,1.5,1,2.5,2019-04-15,6
"165",67,"B4H0379",681.24380000035,2019-04-14 19:28:47,2019-04-15 06:49:58,3.628,1,20,1,1,4,2019-04-15 06:21:00,2019-04-15 07:19:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,6
"166",67,"B4H0379",681.24380000035,2019-04-14 19:28:47,2019-04-15 06:49:58,3.628,1,20,1,1,4,2019-04-15 06:21:00,2019-04-15 07:19:59,"after",-30,0,0,0,0,29,"after",0,0,"0",0,0,0,0,0,0,2019-04-15,6
"167",67,"B4H0379",39.4155500014623,2019-04-15 10:39:29,2019-04-15 11:18:49,4.933,0,21,0,1,4,2019-04-15 10:01:00,2019-04-15 11:57:59,"before",-30,3,1,1,1,38,"before",4,1,"1",2,1,3,0.0761120928133364,0.0253706976044455,0.101482790417782,2019-04-15,11
"168",67,"B4H0379",39.4155500014623,2019-04-15 10:39:29,2019-04-15 11:18:49,4.933,0,21,0,1,4,2019-04-15 10:01:00,2019-04-15 11:57:59,NA,-30,1,1,1,1,2,NA,2,1,"1",1,1,1,0.0253706976044455,0.0253706976044455,0.0507413952088909,2019-04-15,11
"169",67,"B4H0379",39.4155500014623,2019-04-15 10:39:29,2019-04-15 11:18:49,4.933,0,21,0,1,4,2019-04-15 10:01:00,2019-04-15 11:57:59,"during",-30,1,0,1,0,38,"during",1,1,"1",1,0,1,0.0253706976044455,0,0.0253706976044455,2019-04-15,11
"170",67,"B4H0379",39.4155500014623,2019-04-15 10:39:29,2019-04-15 11:18:49,4.933,0,21,0,1,4,2019-04-15 10:01:00,2019-04-15 11:57:59,"after",-30,23,35,1,1,39,"after",58,1,"1",5,4,8,0.583526044902246,0.887974416155591,1.47150046105784,2019-04-15,11
"171",70,"B4X1538",643.611516666412,2019-04-06 19:52:50,2019-04-07 06:36:23,3.691,1,251,0,1,-4,2019-04-07 06:07:00,2019-04-07 07:05:59,"during",-30,60,2,1,1,29,"during",62,1,"1",11,1,11,2,0.0666666666666667,2.06666666666667,2019-04-07,6
"172",70,"B4X1538",643.611516666412,2019-04-06 19:52:50,2019-04-07 06:36:23,3.691,1,251,0,1,-4,2019-04-07 06:07:00,2019-04-07 07:05:59,NA,-30,0,3,0,1,1,NA,3,1,"0",0,1,1,0,0.1,0.1,2019-04-07,6
"173",70,"B4X1538",643.611516666412,2019-04-06 19:52:50,2019-04-07 06:36:23,3.691,1,251,0,1,-4,2019-04-07 06:07:00,2019-04-07 07:05:59,"after",-30,0,1,0,1,29,"after",1,1,"0",0,1,1,0,0.0333333333333333,0.0333333333333333,2019-04-07,6
"174",70,"B4X1538",2.84066666762034,2019-04-07 13:56:28,2019-04-07 13:59:14,4.44,0,252,1,1,-4,2019-04-07 13:54:00,2019-04-07 14:01:59,"before",-30,0,0,0,0,2,"before",0,0,"0",0,0,0,0,0,0,2019-04-07,13
"175",70,"B4X1538",2.84066666762034,2019-04-07 13:56:28,2019-04-07 13:59:14,4.44,0,252,1,1,-4,2019-04-07 13:54:00,2019-04-07 14:01:59,NA,-30,0,1,0,1,2,NA,1,1,"0",0,1,1,0,0.352030039778554,0.352030039778554,2019-04-07,13
"176",70,"B4X1538",2.84066666762034,2019-04-07 13:56:28,2019-04-07 13:59:14,4.44,0,252,1,1,-4,2019-04-07 13:54:00,2019-04-07 14:01:59,"during",-30,0,0,0,0,2,"during",0,0,"0",0,0,0,0,0,0,2019-04-07,13
"177",70,"B4X1538",2.84066666762034,2019-04-07 13:56:28,2019-04-07 13:59:14,4.44,0,252,1,1,-4,2019-04-07 13:54:00,2019-04-07 14:01:59,"after",-30,0,0,0,0,2,"after",0,0,"0",0,0,0,0,0,0,2019-04-07,13
"178",73,"B4H0051",636.002850000064,2019-04-15 19:52:05,2019-04-16 06:27:59,6.171,-1,1001,0,1,3,2019-04-15 19:38:00,2019-04-15 20:06:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-16,6
"179",73,"B4H0051",636.002850000064,2019-04-15 19:52:05,2019-04-16 06:27:59,6.171,-1,1001,0,1,3,2019-04-15 19:38:00,2019-04-15 20:06:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-16,6
"180",73,"B4H0051",636.002850000064,2019-04-15 19:52:05,2019-04-16 06:27:59,6.171,-1,1001,0,1,3,2019-04-15 19:38:00,2019-04-15 20:06:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-16,6
"181",73,"B4H0051",626.502766664823,2019-04-17 19:49:24,2019-04-18 06:15:49,5.166,-1,1002,1,1,5,2019-04-17 19:35:00,2019-04-17 20:03:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"182",73,"B4H0051",626.502766664823,2019-04-17 19:49:24,2019-04-18 06:15:49,5.166,-1,1002,1,1,5,2019-04-17 19:35:00,2019-04-17 20:03:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-18,6
"183",73,"B4H0051",626.502766664823,2019-04-17 19:49:24,2019-04-18 06:15:49,5.166,-1,1002,1,1,5,2019-04-17 19:35:00,2019-04-17 20:03:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"184",74,"B4X1615",646.201049999396,2019-04-17 19:53:18,2019-04-18 06:39:25,5.063,-1,1109,1,1,-2,2019-04-17 19:39:00,2019-04-17 20:07:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"185",74,"B4X1615",646.201049999396,2019-04-17 19:53:18,2019-04-18 06:39:25,5.063,-1,1109,1,1,-2,2019-04-17 19:39:00,2019-04-17 20:07:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-18,6
"186",74,"B4X1615",646.201049999396,2019-04-17 19:53:18,2019-04-18 06:39:25,5.063,-1,1109,1,1,-2,2019-04-17 19:39:00,2019-04-17 20:07:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"187",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,-1,1017,1,1,-3,2019-04-06 19:37:00,2019-04-06 20:05:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-07,6
"188",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,-1,1017,1,1,-3,2019-04-06 19:37:00,2019-04-06 20:05:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-07,6
"189",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,-1,1017,1,1,-3,2019-04-06 19:37:00,2019-04-06 20:05:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-07,6
"190",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,1,43,1,1,-2,2019-04-07 06:17:00,2019-04-07 07:15:59,"during",-30,57,0,1,0,29,"during",57,1,"1",14,0,14,1.9,0,1.9,2019-04-07,6
"191",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,1,43,1,1,-2,2019-04-07 06:17:00,2019-04-07 07:15:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-07,6
"192",77,"B4P8109",654.478433334827,2019-04-06 19:51:46,2019-04-07 06:46:11,3.706,1,43,1,1,-2,2019-04-07 06:17:00,2019-04-07 07:15:59,"after",-30,1,0,1,0,29,"after",1,1,"1",1,0,1,0.0333333333333333,0,0.0333333333333333,2019-04-07,6
"193",77,"B4P8109",46.080083334446,2019-04-07 12:36:42,2019-04-07 13:22:43,3.805,0,44,1,1,-2,2019-04-07 11:51:00,2019-04-07 14:07:59,"before",-30,36,28,1,1,45,"before",64,1,"1",6,6,11,0.781248587132852,0.607637789992218,1.38888637712507,2019-04-07,13
